"INDICATOR_SEQ","PARENT_SEQ","AGENCY_NAME","INDICATOR_NAME","DESCRIPTION","CATEGORY","FREQUENCY","DESIRED_CHANGE","INDICATOR_UNIT","DECIMAL_PLACES","PERIOD_YEAR","PERIOD_MONTH","YTD_TARGET","YTD_ACTUAL","MONTHLY_TARGET","MONTHLY_ACTUAL","YYYY_MM"
392321,392289,"NYC Transit","Subway Wait Assessment - A Line","Wait Assessment (WA), which is measured weekdays between 6:00 am - midnight is defined as the percent of actual intervals between trains that are no more than the scheduled interval plus 25%.  The 1 thru 6 line results reflect monthly data for all train trips derived from ATS-A, while the data collected for the 7, 42nd Street Shuttle, BMT and IND divisions is collected based on a sample methodology and reported as a 12 month rolling average.","Service Indicators","M","U","%",1,2014,8,74.10,70.50,74.10,70.50,"2014-08"
392321,392289,"NYC Transit","Subway Wait Assessment - A Line","Wait Assessment (WA), which is measured weekdays between 6:00 am - midnight is defined as the percent of actual intervals between trains that are no more than the scheduled interval plus 25%.  The 1 thru 6 line results reflect monthly data for all train trips derived from ATS-A, while the data collected for the 7, 42nd Street Shuttle, BMT and IND divisions is collected based on a sample methodology and reported as a 12 month rolling average.","Service Indicators","M","U","%",1,2014,9,74.10,70.50,74.10,70.50,"2014-09"
392321,392289,"NYC Transit","Subway Wait Assessment - A Line","Wait Assessment (WA), which is measured weekdays between 6:00 am - midnight is defined as the percent of actual intervals between trains that are no more than the scheduled interval plus 25%.  The 1 thru 6 line results reflect monthly data for all train trips derived from ATS-A, while the data collected for the 7, 42nd Street Shuttle, BMT and IND divisions is collected based on a sample methodology and reported as a 12 month rolling average.","Service Indicators","M","U","%",1,2014,10,74.10,69.60,74.10,69.60,"2014-10"
392321,392289,"NYC Transit","Subway Wait Assessment - A Line","Wait Assessment (WA), which is measured weekdays between 6:00 am - midnight is defined as the percent of actual intervals between trains that are no more than the scheduled interval plus 25%.  The 1 thru 6 line results reflect monthly data for all train trips derived from ATS-A, while the data collected for the 7, 42nd Street Shuttle, BMT and IND divisions is collected based on a sample methodology and reported as a 12 month rolling average.","Service Indicators","M","U","%",1,2014,11,74.10,69.40,74.10,69.40,"2014-11"
392321,392289,"NYC Transit","Subway Wait Assessment - A Line","Wait Assessment (WA), which is measured weekdays between 6:00 am - midnight is defined as the percent of actual intervals between trains that are no more than the scheduled interval plus 25%.  The 1 thru 6 line results reflect monthly data for all train trips derived from ATS-A, while the data collected for the 7, 42nd Street Shuttle, BMT and IND divisions is collected based on a sample methodology and reported as a 12 month rolling average.","Service Indicators","M","U","%",1,2014,12,74.10,69.60,74.10,69.60,"2014-12"
392321,392289,"NYC Transit","Subway Wait Assessment - A Line","Wait Assessment (WA), which is measured weekdays between 6:00 am - midnight is defined as the percent of actual intervals between trains that are no more than the scheduled interval plus 25%.  The 1 thru 6 line results reflect monthly data for all train trips derived from ATS-A, while the data collected for the 7, 42nd Street Shuttle, BMT and IND divisions is collected based on a sample methodology and reported as a 12 month rolling average.","Service Indicators","M","U","%",1,2015,1,74.10,69.80,74.10,69.80,"2015-01"
392321,392289,"NYC Transit","Subway Wait Assessment - A Line","Wait Assessment (WA), which is measured weekdays between 6:00 am - midnight is defined as the percent of actual intervals between trains that are no more than the scheduled interval plus 25%.  The 1 thru 6 line results reflect monthly data for all train trips derived from ATS-A, while the data collected for the 7, 42nd Street Shuttle, BMT and IND divisions is collected based on a sample methodology and reported as a 12 month rolling average.","Service Indicators","M","U","%",1,2015,2,74.10,69.60,74.10,69.60,"2015-02"
392321,392289,"NYC Transit","Subway Wait Assessment - A Line","Wait Assessment (WA), which is measured weekdays between 6:00 am - midnight is defined as the percent of actual intervals between trains that are no more than the scheduled interval plus 25%.  The 1 thru 6 line results reflect monthly data for all train trips derived from ATS-A, while the data collected for the 7, 42nd Street Shuttle, BMT and IND divisions is collected based on a sample methodology and reported as a 12 month rolling average.","Service Indicators","M","U","%",1,2015,3,74.10,69.90,74.10,69.90,"2015-03"
392321,392289,"NYC Transit","Subway Wait Assessment - A Line","Wait Assessment (WA), which is measured weekdays between 6:00 am - midnight is defined as the percent of actual intervals between trains that are no more than the scheduled interval plus 25%.  The 1 thru 6 line results reflect monthly data for all train trips derived from ATS-A, while the data collected for the 7, 42nd Street Shuttle, BMT and IND divisions is collected based on a sample methodology and reported as a 12 month rolling average.","Service Indicators","M","U","%",1,2015,4,74.10,69.50,74.10,69.50,"2015-04"
392321,392289,"NYC Transit","Subway Wait Assessment - A Line","Wait Assessment (WA), which is measured weekdays between 6:00 am - midnight is defined as the percent of actual intervals between trains that are no more than the scheduled interval plus 25%.  The 1 thru 6 line results reflect monthly data for all train trips derived from ATS-A, while the data collected for the 7, 42nd Street Shuttle, BMT and IND divisions is collected based on a sample methodology and reported as a 12 month rolling average.","Service Indicators","M","U","%",1,2015,5,74.10,69.00,74.10,69.00,"2015-05"
392321,392289,"NYC Transit","Subway Wait Assessment - A Line","Wait Assessment (WA), which is measured weekdays between 6:00 am - midnight is defined as the percent of actual intervals between trains that are no more than the scheduled interval plus 25%.  The 1 thru 6 line results reflect monthly data for all train trips derived from ATS-A, while the data collected for the 7, 42nd Street Shuttle, BMT and IND divisions is collected based on a sample methodology and reported as a 12 month rolling average.","Service Indicators","M","U","%",1,2015,6,74.10,68.60,74.10,68.60,"2015-06"
392321,392289,"NYC Transit","Subway Wait Assessment - A Line","Wait Assessment (WA), which is measured weekdays between 6:00 am - midnight is defined as the percent of actual intervals between trains that are no more than the scheduled interval plus 25%.  The 1 thru 6 line results reflect monthly data for all train trips derived from ATS-A, while the data collected for the 7, 42nd Street Shuttle, BMT and IND divisions is collected based on a sample methodology and reported as a 12 month rolling average.","Service Indicators","M","U","%",1,2015,7,74.10,68.00,74.10,68.00,"2015-07"
392321,392289,"NYC Transit","Subway Wait Assessment - A Line","Wait Assessment (WA), which is measured weekdays between 6:00 am - midnight is defined as the percent of actual intervals between trains that are no more than the scheduled interval plus 25%.  The 1 thru 6 line results reflect monthly data for all train trips derived from ATS-A, while the data collected for the 7, 42nd Street Shuttle, BMT and IND divisions is collected based on a sample methodology and reported as a 12 month rolling average.","Service Indicators","M","U","%",1,2015,8,74.10,67.70,74.10,67.70,"2015-08"
392321,392289,"NYC Transit","Subway Wait Assessment - A Line","Wait Assessment (WA), which is measured weekdays between 6:00 am - midnight is defined as the percent of actual intervals between trains that are no more than the scheduled interval plus 25%.  The 1 thru 6 line results reflect monthly data for all train trips derived from ATS-A, while the data collected for the 7, 42nd Street Shuttle, BMT and IND divisions is collected based on a sample methodology and reported as a 12 month rolling average.","Service Indicators","M","U","%",1,2015,9,74.10,67.80,74.10,67.80,"2015-09"
392321,392289,"NYC Transit","Subway Wait Assessment - A Line","Wait Assessment (WA), which is measured weekdays between 6:00 am - midnight is defined as the percent of actual intervals between trains that are no more than the scheduled interval plus 25%.  The 1 thru 6 line results reflect monthly data for all train trips derived from ATS-A, while the data collected for the 7, 42nd Street Shuttle, BMT and IND divisions is collected based on a sample methodology and reported as a 12 month rolling average.","Service Indicators","M","U","%",1,2015,10,74.10,68.00,74.10,68.00,"2015-10"
392324,392289,"NYC Transit","Subway Wait Assessment - B Line","Wait Assessment (WA), which is measured weekdays between 6:00 am - midnight is defined as the percent of actual intervals between trains that are no more than the scheduled interval plus 25%.  The 1 thru 6 line results reflect monthly data for all train trips derived from ATS-A, while the data collected for the 7, 42nd Street Shuttle, BMT and IND divisions is collected based on a sample methodology and reported as a 12 month rolling average.","Service Indicators","M","U","%",1,2009,1,0,76.50,0,76.50,"2009-01"
392324,392289,"NYC Transit","Subway Wait Assessment - B Line","Wait Assessment (WA), which is measured weekdays between 6:00 am - midnight is defined as the percent of actual intervals between trains that are no more than the scheduled interval plus 25%.  The 1 thru 6 line results reflect monthly data for all train trips derived from ATS-A, while the data collected for the 7, 42nd Street Shuttle, BMT and IND divisions is collected based on a sample methodology and reported as a 12 month rolling average.","Service Indicators","M","U","%",1,2009,2,0,76.80,0,76.80,"2009-02"
392324,392289,"NYC Transit","Subway Wait Assessment - B Line","Wait Assessment (WA), which is measured weekdays between 6:00 am - midnight is defined as the percent of actual intervals between trains that are no more than the scheduled interval plus 25%.  The 1 thru 6 line results reflect monthly data for all train trips derived from ATS-A, while the data collected for the 7, 42nd Street Shuttle, BMT and IND divisions is collected based on a sample methodology and reported as a 12 month rolling average.","Service Indicators","M","U","%",1,2009,3,0,76.50,0,76.50,"2009-03"
392324,392289,"NYC Transit","Subway Wait Assessment - B Line","Wait Assessment (WA), which is measured weekdays between 6:00 am - midnight is defined as the percent of actual intervals between trains that are no more than the scheduled interval plus 25%.  The 1 thru 6 line results reflect monthly data for all train trips derived from ATS-A, while the data collected for the 7, 42nd Street Shuttle, BMT and IND divisions is collected based on a sample methodology and reported as a 12 month rolling average.","Service Indicators","M","U","%",1,2009,4,0,76.40,0,76.40,"2009-04"
392324,392289,"NYC Transit","Subway Wait Assessment - B Line","Wait Assessment (WA), which is measured weekdays between 6:00 am - midnight is defined as the percent of actual intervals between trains that are no more than the scheduled interval plus 25%.  The 1 thru 6 line results reflect monthly data for all train trips derived from ATS-A, while the data collected for the 7, 42nd Street Shuttle, BMT and IND divisions is collected based on a sample methodology and reported as a 12 month rolling average.","Service Indicators","M","U","%",1,2009,5,0,77.20,0,77.20,"2009-05"
392324,392289,"NYC Transit","Subway Wait Assessment - B Line","Wait Assessment (WA), which is measured weekdays between 6:00 am - midnight is defined as the percent of actual intervals between trains that are no more than the scheduled interval plus 25%.  The 1 thru 6 line results reflect monthly data for all train trips derived from ATS-A, while the data collected for the 7, 42nd Street Shuttle, BMT and IND divisions is collected based on a sample methodology and reported as a 12 month rolling average.","Service Indicators","M","U","%",1,2009,6,0,77.40,0,77.40,"2009-06"
392324,392289,"NYC Transit","Subway Wait Assessment - B Line","Wait Assessment (WA), which is measured weekdays between 6:00 am - midnight is defined as the percent of actual intervals between trains that are no more than the scheduled interval plus 25%.  The 1 thru 6 line results reflect monthly data for all train trips derived from ATS-A, while the data collected for the 7, 42nd Street Shuttle, BMT and IND divisions is collected based on a sample methodology and reported as a 12 month rolling average.","Service Indicators","M","U","%",1,2009,7,0,78.00,0,78.00,"2009-07"
392324,392289,"NYC Transit","Subway Wait Assessment - B Line","Wait Assessment (WA), which is measured weekdays between 6:00 am - midnight is defined as the percent of actual intervals between trains that are no more than the scheduled interval plus 25%.  The 1 thru 6 line results reflect monthly data for all train trips derived from ATS-A, while the data collected for the 7, 42nd Street Shuttle, BMT and IND divisions is collected based on a sample methodology and reported as a 12 month rolling average.","Service Indicators","M","U","%",1,2009,8,0,78.00,0,78.00,"2009-08"
392324,392289,"NYC Transit","Subway Wait Assessment - B Line","Wait Assessment (WA), which is measured weekdays between 6:00 am - midnight is defined as the percent of actual intervals between trains that are no more than the scheduled interval plus 25%.  The 1 thru 6 line results reflect monthly data for all train trips derived from ATS-A, while the data collected for the 7, 42nd Street Shuttle, BMT and IND divisions is collected based on a sample methodology and reported as a 12 month rolling average.","Service Indicators","M","U","%",1,2009,9,0,78.00,0,78.00,"2009-09"
392324,392289,"NYC Transit","Subway Wait Assessment - B Line","Wait Assessment (WA), which is measured weekdays between 6:00 am - midnight is defined as the percent of actual intervals between trains that are no more than the scheduled interval plus 25%.  The 1 thru 6 line results reflect monthly data for all train trips derived from ATS-A, while the data collected for the 7, 42nd Street Shuttle, BMT and IND divisions is collected based on a sample methodology and reported as a 12 month rolling average.","Service Indicators","M","U","%",1,2009,10,0,78.10,0,78.10,"2009-10"
392324,392289,"NYC Transit","Subway Wait Assessment - B Line","Wait Assessment (WA), which is measured weekdays between 6:00 am - midnight is defined as the percent of actual intervals between trains that are no more than the scheduled interval plus 25%.  The 1 thru 6 line results reflect monthly data for all train trips derived from ATS-A, while the data collected for the 7, 42nd Street Shuttle, BMT and IND divisions is collected based on a sample methodology and reported as a 12 month rolling average.","Service Indicators","M","U","%",1,2009,11,0,77.90,0,77.90,"2009-11"
392324,392289,"NYC Transit","Subway Wait Assessment - B Line","Wait Assessment (WA), which is measured weekdays between 6:00 am - midnight is defined as the percent of actual intervals between trains that are no more than the scheduled interval plus 25%.  The 1 thru 6 line results reflect monthly data for all train trips derived from ATS-A, while the data collected for the 7, 42nd Street Shuttle, BMT and IND divisions is collected based on a sample methodology and reported as a 12 month rolling average.","Service Indicators","M","U","%",1,2009,12,0,78.10,0,78.10,"2009-12"
392324,392289,"NYC Transit","Subway Wait Assessment - B Line","Wait Assessment (WA), which is measured weekdays between 6:00 am - midnight is defined as the percent of actual intervals between trains that are no more than the scheduled interval plus 25%.  The 1 thru 6 line results reflect monthly data for all train trips derived from ATS-A, while the data collected for the 7, 42nd Street Shuttle, BMT and IND divisions is collected based on a sample methodology and reported as a 12 month rolling average.","Service Indicators","M","U","%",1,2010,1,78.10,78.20,78.10,78.20,"2010-01"
392324,392289,"NYC Transit","Subway Wait Assessment - B Line","Wait Assessment (WA), which is measured weekdays between 6:00 am - midnight is defined as the percent of actual intervals between trains that are no more than the scheduled interval plus 25%.  The 1 thru 6 line results reflect monthly data for all train trips derived from ATS-A, while the data collected for the 7, 42nd Street Shuttle, BMT and IND divisions is collected based on a sample methodology and reported as a 12 month rolling average.","Service Indicators","M","U","%",1,2010,2,78.10,78.00,78.10,78.00,"2010-02"
392324,392289,"NYC Transit","Subway Wait Assessment - B Line","Wait Assessment (WA), which is measured weekdays between 6:00 am - midnight is defined as the percent of actual intervals between trains that are no more than the scheduled interval plus 25%.  The 1 thru 6 line results reflect monthly data for all train trips derived from ATS-A, while the data collected for the 7, 42nd Street Shuttle, BMT and IND divisions is collected based on a sample methodology and reported as a 12 month rolling average.","Service Indicators","M","U","%",1,2010,3,78.10,78.20,78.10,78.20,"2010-03"
392324,392289,"NYC Transit","Subway Wait Assessment - B Line","Wait Assessment (WA), which is measured weekdays between 6:00 am - midnight is defined as the percent of actual intervals between trains that are no more than the scheduled interval plus 25%.  The 1 thru 6 line results reflect monthly data for all train trips derived from ATS-A, while the data collected for the 7, 42nd Street Shuttle, BMT and IND divisions is collected based on a sample methodology and reported as a 12 month rolling average.","Service Indicators","M","U","%",1,2010,4,78.10,78.20,78.10,78.20,"2010-04"
392324,392289,"NYC Transit","Subway Wait Assessment - B Line","Wait Assessment (WA), which is measured weekdays between 6:00 am - midnight is defined as the percent of actual intervals between trains that are no more than the scheduled interval plus 25%.  The 1 thru 6 line results reflect monthly data for all train trips derived from ATS-A, while the data collected for the 7, 42nd Street Shuttle, BMT and IND divisions is collected based on a sample methodology and reported as a 12 month rolling average.","Service Indicators","M","U","%",1,2010,5,78.10,77.80,78.10,77.80,"2010-05"
392324,392289,"NYC Transit","Subway Wait Assessment - B Line","Wait Assessment (WA), which is measured weekdays between 6:00 am - midnight is defined as the percent of actual intervals between trains that are no more than the scheduled interval plus 25%.  The 1 thru 6 line results reflect monthly data for all train trips derived from ATS-A, while the data collected for the 7, 42nd Street Shuttle, BMT and IND divisions is collected based on a sample methodology and reported as a 12 month rolling average.","Service Indicators","M","U","%",1,2010,6,78.10,77.50,78.10,77.50,"2010-06"
392324,392289,"NYC Transit","Subway Wait Assessment - B Line","Wait Assessment (WA), which is measured weekdays between 6:00 am - midnight is defined as the percent of actual intervals between trains that are no more than the scheduled interval plus 25%.  The 1 thru 6 line results reflect monthly data for all train trips derived from ATS-A, while the data collected for the 7, 42nd Street Shuttle, BMT and IND divisions is collected based on a sample methodology and reported as a 12 month rolling average.","Service Indicators","M","U","%",1,2010,7,78.10,77.80,78.10,77.80,"2010-07"
392324,392289,"NYC Transit","Subway Wait Assessment - B Line","Wait Assessment (WA), which is measured weekdays between 6:00 am - midnight is defined as the percent of actual intervals between trains that are no more than the scheduled interval plus 25%.  The 1 thru 6 line results reflect monthly data for all train trips derived from ATS-A, while the data collected for the 7, 42nd Street Shuttle, BMT and IND divisions is collected based on a sample methodology and reported as a 12 month rolling average.","Service Indicators","M","U","%",1,2010,8,78.10,77.60,78.10,77.60,"2010-08"
392324,392289,"NYC Transit","Subway Wait Assessment - B Line","Wait Assessment (WA), which is measured weekdays between 6:00 am - midnight is defined as the percent of actual intervals between trains that are no more than the scheduled interval plus 25%.  The 1 thru 6 line results reflect monthly data for all train trips derived from ATS-A, while the data collected for the 7, 42nd Street Shuttle, BMT and IND divisions is collected based on a sample methodology and reported as a 12 month rolling average.","Service Indicators","M","U","%",1,2010,9,78.10,77.30,78.10,77.30,"2010-09"
392324,392289,"NYC Transit","Subway Wait Assessment - B Line","Wait Assessment (WA), which is measured weekdays between 6:00 am - midnight is defined as the percent of actual intervals between trains that are no more than the scheduled interval plus 25%.  The 1 thru 6 line results reflect monthly data for all train trips derived from ATS-A, while the data collected for the 7, 42nd Street Shuttle, BMT and IND divisions is collected based on a sample methodology and reported as a 12 month rolling average.","Service Indicators","M","U","%",1,2010,10,0,77.20,0,77.20,"2010-10"
392324,392289,"NYC Transit","Subway Wait Assessment - B Line","Wait Assessment (WA), which is measured weekdays between 6:00 am - midnight is defined as the percent of actual intervals between trains that are no more than the scheduled interval plus 25%.  The 1 thru 6 line results reflect monthly data for all train trips derived from ATS-A, while the data collected for the 7, 42nd Street Shuttle, BMT and IND divisions is collected based on a sample methodology and reported as a 12 month rolling average.","Service Indicators","M","U","%",1,2010,11,78.10,77.20,78.10,77.20,"2010-11"
392324,392289,"NYC Transit","Subway Wait Assessment - B Line","Wait Assessment (WA), which is measured weekdays between 6:00 am - midnight is defined as the percent of actual intervals between trains that are no more than the scheduled interval plus 25%.  The 1 thru 6 line results reflect monthly data for all train trips derived from ATS-A, while the data collected for the 7, 42nd Street Shuttle, BMT and IND divisions is collected based on a sample methodology and reported as a 12 month rolling average.","Service Indicators","M","U","%",1,2010,12,0,78.10,0,78.10,"2010-12"
392324,392289,"NYC Transit","Subway Wait Assessment - B Line","Wait Assessment (WA), which is measured weekdays between 6:00 am - midnight is defined as the percent of actual intervals between trains that are no more than the scheduled interval plus 25%.  The 1 thru 6 line results reflect monthly data for all train trips derived from ATS-A, while the data collected for the 7, 42nd Street Shuttle, BMT and IND divisions is collected based on a sample methodology and reported as a 12 month rolling average.","Service Indicators","M","U","%",1,2011,1,78.50,78.00,78.50,78.00,"2011-01"
392324,392289,"NYC Transit","Subway Wait Assessment - B Line","Wait Assessment (WA), which is measured weekdays between 6:00 am - midnight is defined as the percent of actual intervals between trains that are no more than the scheduled interval plus 25%.  The 1 thru 6 line results reflect monthly data for all train trips derived from ATS-A, while the data collected for the 7, 42nd Street Shuttle, BMT and IND divisions is collected based on a sample methodology and reported as a 12 month rolling average.","Service Indicators","M","U","%",1,2011,2,78.50,78.00,78.50,78.00,"2011-02"
392324,392289,"NYC Transit","Subway Wait Assessment - B Line","Wait Assessment (WA), which is measured weekdays between 6:00 am - midnight is defined as the percent of actual intervals between trains that are no more than the scheduled interval plus 25%.  The 1 thru 6 line results reflect monthly data for all train trips derived from ATS-A, while the data collected for the 7, 42nd Street Shuttle, BMT and IND divisions is collected based on a sample methodology and reported as a 12 month rolling average.","Service Indicators","M","U","%",1,2011,3,78.50,77.60,78.50,77.60,"2011-03"
392324,392289,"NYC Transit","Subway Wait Assessment - B Line","Wait Assessment (WA), which is measured weekdays between 6:00 am - midnight is defined as the percent of actual intervals between trains that are no more than the scheduled interval plus 25%.  The 1 thru 6 line results reflect monthly data for all train trips derived from ATS-A, while the data collected for the 7, 42nd Street Shuttle, BMT and IND divisions is collected based on a sample methodology and reported as a 12 month rolling average.","Service Indicators","M","U","%",1,2011,4,78.50,77.90,78.50,77.90,"2011-04"
392324,392289,"NYC Transit","Subway Wait Assessment - B Line","Wait Assessment (WA), which is measured weekdays between 6:00 am - midnight is defined as the percent of actual intervals between trains that are no more than the scheduled interval plus 25%.  The 1 thru 6 line results reflect monthly data for all train trips derived from ATS-A, while the data collected for the 7, 42nd Street Shuttle, BMT and IND divisions is collected based on a sample methodology and reported as a 12 month rolling average.","Service Indicators","M","U","%",1,2011,5,78.50,78.00,78.50,78.00,"2011-05"
392324,392289,"NYC Transit","Subway Wait Assessment - B Line","Wait Assessment (WA), which is measured weekdays between 6:00 am - midnight is defined as the percent of actual intervals between trains that are no more than the scheduled interval plus 25%.  The 1 thru 6 line results reflect monthly data for all train trips derived from ATS-A, while the data collected for the 7, 42nd Street Shuttle, BMT and IND divisions is collected based on a sample methodology and reported as a 12 month rolling average.","Service Indicators","M","U","%",1,2011,6,78.50,78.40,78.50,78.40,"2011-06"
392324,392289,"NYC Transit","Subway Wait Assessment - B Line","Wait Assessment (WA), which is measured weekdays between 6:00 am - midnight is defined as the percent of actual intervals between trains that are no more than the scheduled interval plus 25%.  The 1 thru 6 line results reflect monthly data for all train trips derived from ATS-A, while the data collected for the 7, 42nd Street Shuttle, BMT and IND divisions is collected based on a sample methodology and reported as a 12 month rolling average.","Service Indicators","M","U","%",1,2011,7,78.50,78.80,78.50,78.80,"2011-07"
392324,392289,"NYC Transit","Subway Wait Assessment - B Line","Wait Assessment (WA), which is measured weekdays between 6:00 am - midnight is defined as the percent of actual intervals between trains that are no more than the scheduled interval plus 25%.  The 1 thru 6 line results reflect monthly data for all train trips derived from ATS-A, while the data collected for the 7, 42nd Street Shuttle, BMT and IND divisions is collected based on a sample methodology and reported as a 12 month rolling average.","Service Indicators","M","U","%",1,2011,8,78.50,78.70,78.50,78.70,"2011-08"
392324,392289,"NYC Transit","Subway Wait Assessment - B Line","Wait Assessment (WA), which is measured weekdays between 6:00 am - midnight is defined as the percent of actual intervals between trains that are no more than the scheduled interval plus 25%.  The 1 thru 6 line results reflect monthly data for all train trips derived from ATS-A, while the data collected for the 7, 42nd Street Shuttle, BMT and IND divisions is collected based on a sample methodology and reported as a 12 month rolling average.","Service Indicators","M","U","%",1,2011,9,78.50,78.80,78.50,78.80,"2011-09"
392324,392289,"NYC Transit","Subway Wait Assessment - B Line","Wait Assessment (WA), which is measured weekdays between 6:00 am - midnight is defined as the percent of actual intervals between trains that are no more than the scheduled interval plus 25%.  The 1 thru 6 line results reflect monthly data for all train trips derived from ATS-A, while the data collected for the 7, 42nd Street Shuttle, BMT and IND divisions is collected based on a sample methodology and reported as a 12 month rolling average.","Service Indicators","M","U","%",1,2011,10,78.50,78.90,78.50,78.90,"2011-10"
392324,392289,"NYC Transit","Subway Wait Assessment - B Line","Wait Assessment (WA), which is measured weekdays between 6:00 am - midnight is defined as the percent of actual intervals between trains that are no more than the scheduled interval plus 25%.  The 1 thru 6 line results reflect monthly data for all train trips derived from ATS-A, while the data collected for the 7, 42nd Street Shuttle, BMT and IND divisions is collected based on a sample methodology and reported as a 12 month rolling average.","Service Indicators","M","U","%",1,2011,11,78.50,79.00,78.50,79.00,"2011-11"
392324,392289,"NYC Transit","Subway Wait Assessment - B Line","Wait Assessment (WA), which is measured weekdays between 6:00 am - midnight is defined as the percent of actual intervals between trains that are no more than the scheduled interval plus 25%.  The 1 thru 6 line results reflect monthly data for all train trips derived from ATS-A, while the data collected for the 7, 42nd Street Shuttle, BMT and IND divisions is collected based on a sample methodology and reported as a 12 month rolling average.","Service Indicators","M","U","%",1,2011,12,78.50,78.60,78.50,78.60,"2011-12"
392324,392289,"NYC Transit","Subway Wait Assessment - B Line","Wait Assessment (WA), which is measured weekdays between 6:00 am - midnight is defined as the percent of actual intervals between trains that are no more than the scheduled interval plus 25%.  The 1 thru 6 line results reflect monthly data for all train trips derived from ATS-A, while the data collected for the 7, 42nd Street Shuttle, BMT and IND divisions is collected based on a sample methodology and reported as a 12 month rolling average.","Service Indicators","M","U","%",1,2012,1,78.90,78.40,78.90,78.40,"2012-01"
392324,392289,"NYC Transit","Subway Wait Assessment - B Line","Wait Assessment (WA), which is measured weekdays between 6:00 am - midnight is defined as the percent of actual intervals between trains that are no more than the scheduled interval plus 25%.  The 1 thru 6 line results reflect monthly data for all train trips derived from ATS-A, while the data collected for the 7, 42nd Street Shuttle, BMT and IND divisions is collected based on a sample methodology and reported as a 12 month rolling average.","Service Indicators","M","U","%",1,2012,2,78.90,78.60,78.90,78.60,"2012-02"
392324,392289,"NYC Transit","Subway Wait Assessment - B Line","Wait Assessment (WA), which is measured weekdays between 6:00 am - midnight is defined as the percent of actual intervals between trains that are no more than the scheduled interval plus 25%.  The 1 thru 6 line results reflect monthly data for all train trips derived from ATS-A, while the data collected for the 7, 42nd Street Shuttle, BMT and IND divisions is collected based on a sample methodology and reported as a 12 month rolling average.","Service Indicators","M","U","%",1,2012,3,78.90,78.90,78.90,78.90,"2012-03"
392324,392289,"NYC Transit","Subway Wait Assessment - B Line","Wait Assessment (WA), which is measured weekdays between 6:00 am - midnight is defined as the percent of actual intervals between trains that are no more than the scheduled interval plus 25%.  The 1 thru 6 line results reflect monthly data for all train trips derived from ATS-A, while the data collected for the 7, 42nd Street Shuttle, BMT and IND divisions is collected based on a sample methodology and reported as a 12 month rolling average.","Service Indicators","M","U","%",1,2012,4,78.90,79.00,78.90,79.00,"2012-04"
392324,392289,"NYC Transit","Subway Wait Assessment - B Line","Wait Assessment (WA), which is measured weekdays between 6:00 am - midnight is defined as the percent of actual intervals between trains that are no more than the scheduled interval plus 25%.  The 1 thru 6 line results reflect monthly data for all train trips derived from ATS-A, while the data collected for the 7, 42nd Street Shuttle, BMT and IND divisions is collected based on a sample methodology and reported as a 12 month rolling average.","Service Indicators","M","U","%",1,2012,5,78.90,79.00,78.90,79.00,"2012-05"
392324,392289,"NYC Transit","Subway Wait Assessment - B Line","Wait Assessment (WA), which is measured weekdays between 6:00 am - midnight is defined as the percent of actual intervals between trains that are no more than the scheduled interval plus 25%.  The 1 thru 6 line results reflect monthly data for all train trips derived from ATS-A, while the data collected for the 7, 42nd Street Shuttle, BMT and IND divisions is collected based on a sample methodology and reported as a 12 month rolling average.","Service Indicators","M","U","%",1,2012,6,78.90,78.70,78.90,78.70,"2012-06"
392324,392289,"NYC Transit","Subway Wait Assessment - B Line","Wait Assessment (WA), which is measured weekdays between 6:00 am - midnight is defined as the percent of actual intervals between trains that are no more than the scheduled interval plus 25%.  The 1 thru 6 line results reflect monthly data for all train trips derived from ATS-A, while the data collected for the 7, 42nd Street Shuttle, BMT and IND divisions is collected based on a sample methodology and reported as a 12 month rolling average.","Service Indicators","M","U","%",1,2012,7,78.90,78.50,78.90,78.50,"2012-07"
392324,392289,"NYC Transit","Subway Wait Assessment - B Line","Wait Assessment (WA), which is measured weekdays between 6:00 am - midnight is defined as the percent of actual intervals between trains that are no more than the scheduled interval plus 25%.  The 1 thru 6 line results reflect monthly data for all train trips derived from ATS-A, while the data collected for the 7, 42nd Street Shuttle, BMT and IND divisions is collected based on a sample methodology and reported as a 12 month rolling average.","Service Indicators","M","U","%",1,2012,8,78.90,79.10,78.90,79.10,"2012-08"
392324,392289,"NYC Transit","Subway Wait Assessment - B Line","Wait Assessment (WA), which is measured weekdays between 6:00 am - midnight is defined as the percent of actual intervals between trains that are no more than the scheduled interval plus 25%.  The 1 thru 6 line results reflect monthly data for all train trips derived from ATS-A, while the data collected for the 7, 42nd Street Shuttle, BMT and IND divisions is collected based on a sample methodology and reported as a 12 month rolling average.","Service Indicators","M","U","%",1,2012,9,78.90,79.40,78.90,79.40,"2012-09"
392324,392289,"NYC Transit","Subway Wait Assessment - B Line","Wait Assessment (WA), which is measured weekdays between 6:00 am - midnight is defined as the percent of actual intervals between trains that are no more than the scheduled interval plus 25%.  The 1 thru 6 line results reflect monthly data for all train trips derived from ATS-A, while the data collected for the 7, 42nd Street Shuttle, BMT and IND divisions is collected based on a sample methodology and reported as a 12 month rolling average.","Service Indicators","M","U","%",1,2012,10,78.90,79.40,78.90,79.40,"2012-10"
